基金類型,基金名稱,基金統編,手續費,保管費,經理人姓名,性別,學歷,經理人,期間(月),操作績效(%),台股績效(%),begin_date,end_date
債券型高收益債券型,PGIM保德信美元高收益債券基金-月配息型(人民幣)(本基金主要投資於非投資等級之高風險債券且基金之配息來源可能為本金),88180941J,3.0,0.26,許(豐弟)勻,女,淡江大學財務金融碩士,許(豐弟)勻,2,0.2,-0.57,2021-06-18,
債券型高收益債券型,台新新興短期高收益債券基金-B配息(美金)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),77211242E,3.0,0.26,張瑋芝,,英國倫敦政經學院 會計暨財務碩士,張瑋芝,3,-0.3,-1.97,2021-05-01,
債券型高收益債券型,台新新興短期高收益債券基金-B配息(美金)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),77211242E,3.0,0.26,尹晟龢,男,"東吳大學
商用數學系
碩士",尹晟龢,11,6.59,60.51,2020-05-28,2021-04-30
債券型高收益債券型,宏利中國高收益債券基金-B月配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26325600B,1.5,0.25,陳培倫,女,國立台北大學 合作經濟學系碩士,陳培倫,121,45.83,97.54,2011-07-21,
債券型高收益債券型,宏利中國高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券),26325600A,1.5,0.25,陳培倫,女,國立台北大學 合作經濟學系碩士,陳培倫,121,45.75,97.54,2011-07-21,
債券型高收益債券型,台新新興短期高收益債券基金-A不配息(美金)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),77211242D,3.0,0.26,張瑋芝,,英國倫敦政經學院 會計暨財務碩士,張瑋芝,3,-0.3,-1.97,2021-05-01,
債券型高收益債券型,台新新興短期高收益債券基金-A不配息(美金)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),77211242D,3.0,0.26,尹晟龢,男,"東吳大學
商用數學系
碩士",尹晟龢,11,6.58,60.51,2020-05-28,2021-04-30
債券型高收益債券型,台新新興短期高收益債券基金-N配息(美金)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),77211242F,3.0,0.26,張瑋芝,,英國倫敦政經學院 會計暨財務碩士,張瑋芝,3,-0.29,-1.97,2021-05-01,
債券型高收益債券型,台新新興短期高收益債券基金-N配息(美金)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),77211242F,3.0,0.26,尹晟龢,男,"東吳大學
商用數學系
碩士",尹晟龢,11,6.5,60.51,2020-05-28,2021-04-30
債券型高收益債券型,瀚亞全球高收益債券基金IA不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),26257384M,,0.17,周曉蘭,女,加州大學河濱分校企業管理碩士,周曉蘭,23,0.58,57.55,2019-09-20,
債券型高收益債券型,宏利全球ESG高收益債券基金-A不配息(台幣)(本基金主要投資於非投資等級之高風險債券且配息來源可能為本金),88113583A,3.0,0.26,曾群軒,男,國立交通大學 財務金融系(碩士),曾群軒,9,0.61,24.72,2020-11-24,
債券型高收益債券型,群益中國高收益債券基金N類型(美元)(本基金主要係投資於非投資等級之高風險債券),38621459E,3.0,0.25,李運婷,女,銘傳大學財務管理所,李運婷,44,0.0,62.45,2017-12-01,
債券型高收益債券型,瀚亞全球高收益債券基金IC配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),26257384N,,0.17,周曉蘭,女,加州大學河濱分校企業管理碩士,周曉蘭,23,9.13,57.55,2019-09-20,
債券型高收益債券型,鋒裕匯理新興市場高收益債券基金-A2累積型(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),76737629I,3.0,0.26,支美智,女,University of Southern California / Mathematical Finance,支美智,13,9.26,41.36,2020-07-20,
債券型高收益債券型,鋒裕匯理新興市場高收益債券基金-A2累積型(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),76737629I,3.0,0.26,曾咨瑋,男,美國德州大學達拉斯分校 管理科學碩士,曾咨瑋,6,-3.28,6.65,2020-01-31,2020-07-19
債券型高收益債券型,鋒裕匯理新興市場高收益債券基金-A2累積型(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),76737629I,3.0,0.26,陳彥諦,,國立政治大學 資訊管理學系,陳彥諦,1,0.5,-4.97,2019-12-19,2020-01-30
債券型高收益債券型,鋒裕匯理全球高收益債券基金-A2累積型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),75981167A,3.0,0.26,曾咨瑋,男,美國德州大學達拉斯分校 管理科學碩士,曾咨瑋,19,-7.29,50.76,2020-01-31,
債券型高收益債券型,鋒裕匯理全球高收益債券基金-A2累積型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),75981167A,3.0,0.26,陳彥諦,,國立政治大學 資訊管理學系,陳彥諦,0,0.2,-5.71,2020-01-14,2020-01-30
債券型高收益債券型,鋒裕匯理全球高收益債券基金-A2累積型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),75981167A,3.0,0.26,廖偉至,男,英國倫敦城市大學 投資管理碩士,廖偉至,3,0.81,7.24,2019-10-26,2020-01-13
債券型高收益債券型,鋒裕匯理全球高收益債券基金-A2累積型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),75981167A,3.0,0.26,薛博升,,政治大學 經濟所碩士,薛博升,3,-0.3,5.27,2019-07-01,2019-10-25
債券型高收益債券型,鋒裕匯理全球高收益債券基金-A2累積型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),75981167A,3.0,0.26,廖偉至,男,英國倫敦城市大學 投資管理碩士,廖偉至,1,-0.5,2.21,2019-05-31,2019-06-30
債券型高收益債券型,鋒裕匯理全球高收益債券基金-N2累積型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),75981167B,3.0,0.26,曾咨瑋,男,美國德州大學達拉斯分校 管理科學碩士,曾咨瑋,19,-7.29,50.76,2020-01-31,
債券型高收益債券型,鋒裕匯理全球高收益債券基金-N2累積型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),75981167B,3.0,0.26,陳彥諦,,國立政治大學 資訊管理學系,陳彥諦,0,0.2,-5.71,2020-01-14,2020-01-30
債券型高收益債券型,鋒裕匯理全球高收益債券基金-N2累積型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),75981167B,3.0,0.26,廖偉至,男,英國倫敦城市大學 投資管理碩士,廖偉至,3,0.7,7.24,2019-10-26,2020-01-13
債券型高收益債券型,鋒裕匯理全球高收益債券基金-N2累積型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),75981167B,3.0,0.26,薛博升,,政治大學 經濟所碩士,薛博升,3,-0.2,5.27,2019-07-01,2019-10-25
債券型高收益債券型,鋒裕匯理全球高收益債券基金-N2累積型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),75981167B,3.0,0.26,廖偉至,男,英國倫敦城市大學 投資管理碩士,廖偉至,1,-0.5,2.21,2019-05-31,2019-06-30
債券型高收益債券型,瑞銀亞洲高收益債券基金-NB月配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),26289695K,1.5,0.16,周佑侖,男,丹佛大學財務金融碩士,周佑侖,7,0.0,13.75,2021-01-29,
債券型高收益債券型,富達亞洲高收益債券基金-I類型月配型(台幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),42543391H,0.0,0.26,夏苔耘,女,英國倫敦城市大學財務經濟碩士,夏苔耘,46,0.0,60.08,2017-10-30,
債券型高收益債券型,野村亞太複合高收益債基金-累積S類型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),26310557G,3.0,0.26,謝芝朕,男,,謝芝朕,13,0.0,41.64,2020-07-17,
債券型高收益債券型,野村亞太複合高收益債基金-累積S類型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),26310557G,3.0,0.26,范鈺琦,,中歐國際工商學院工商管理碩士,范鈺琦,26,0.47,11.68,2018-05-23,2020-07-16
債券型高收益債券型,鋒裕匯理全球高收益債券基金-AD月配型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),75981167C,3.0,0.26,曾咨瑋,男,美國德州大學達拉斯分校 管理科學碩士,曾咨瑋,19,-7.45,50.76,2020-01-31,
債券型高收益債券型,鋒裕匯理全球高收益債券基金-AD月配型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),75981167C,3.0,0.26,陳彥諦,,國立政治大學 資訊管理學系,陳彥諦,0,0.29,-5.71,2020-01-14,2020-01-30
債券型高收益債券型,鋒裕匯理全球高收益債券基金-AD月配型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),75981167C,3.0,0.26,廖偉至,男,英國倫敦城市大學 投資管理碩士,廖偉至,3,0.78,7.24,2019-10-26,2020-01-13
債券型高收益債券型,鋒裕匯理全球高收益債券基金-AD月配型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),75981167C,3.0,0.26,薛博升,,政治大學 經濟所碩士,薛博升,3,-0.28,5.27,2019-07-01,2019-10-25
債券型高收益債券型,鋒裕匯理全球高收益債券基金-AD月配型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),75981167C,3.0,0.26,廖偉至,男,英國倫敦城市大學 投資管理碩士,廖偉至,1,-0.5,2.21,2019-05-31,2019-06-30
債券型高收益債券型,宏利全球ESG高收益債券基金-B月配息(台幣)(本基金主要投資於非投資等級之高風險債券且配息來源可能為本金),88113583B,3.0,0.26,曾群軒,男,國立交通大學 財務金融系(碩士),曾群軒,9,0.48,24.72,2020-11-24,
債券型高收益債券型,聯邦永騰亞洲高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),42386420E,3.0,0.26,郭明玉,女,政治大學經營管理碩士,郭明玉,3,-1.16,8.29,2021-05-14,
債券型高收益債券型,聯邦永騰亞洲高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),42386420E,3.0,0.26,余政民,男,政治大學經營管理所,余政民,27,10.8,54.05,2019-02-25,2021-05-13
債券型高收益債券型,聯邦永騰亞洲高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),42386420E,3.0,0.26,黃鈺民,,東吳大學經濟系研究所,黃鈺民,6,2.95,-3.44,2018-08-20,2019-02-24
債券型高收益債券型,聯邦永騰亞洲高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),42386420E,3.0,0.26,陳雲樸,男,東吳大學 企業管理系,陳雲樸,2,-0.64,-1.69,2018-06-01,2018-08-19
債券型高收益債券型,聯邦永騰亞洲高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),42386420E,3.0,0.26,林白茹,女,文化大學經濟系,林白茹,14,2.46,12.71,2017-03-06,2018-05-31
債券型高收益債券型,聯邦永騰亞洲高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),42386420E,3.0,0.26,黃雍漢,男,台灣大學經濟所碩士,黃雍漢,11,8.26,12.71,2016-04-25,2017-03-05
債券型高收益債券型,宏利全球ESG高收益債券基金-NB月配息(台幣)(本基金主要投資於非投資等級之高風險債券且配息來源可能為本金),88113583L,3.0,0.26,曾群軒,男,國立交通大學 財務金融系(碩士),曾群軒,9,0.43,24.72,2020-11-24,
債券型高收益債券型,宏利全球ESG高收益債券基金-NA不配息(台幣)(本基金主要投資於非投資等級之高風險債券且配息來源可能為本金),88113583K,3.0,0.26,曾群軒,男,國立交通大學 財務金融系(碩士),曾群軒,9,0.42,24.72,2020-11-24,
債券型高收益債券型,國泰新興高收益債券基金-A不配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835E,3.0,0.24,蔡泫鳳,女,紐約市立大學企業管理碩士,蔡泫鳳,15,9.3,56.66,2020-05-01,
債券型高收益債券型,國泰新興高收益債券基金-A不配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835E,3.0,0.24,彭木生,男,交通大學應用數學研究所碩士,彭木生,1,-13.24,-2.66,2020-03-01,2020-04-30
債券型高收益債券型,國泰新興高收益債券基金-A不配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835E,3.0,0.24,古學敏,女,美國丹佛大學企管碩士,古學敏,6,1.55,7.16,2019-08-26,2020-02-29
債券型高收益債券型,國泰新興高收益債券基金-A不配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835E,3.0,0.24,楊士醇,男,University of Sheffield MSc Management,楊士醇,13,11.96,-3.0,2018-07-14,2019-08-25
債券型高收益債券型,國泰新興高收益債券基金-A不配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835E,3.0,0.24,趙志中,男,美國愛荷華大學MBA,趙志中,8,-3.59,0.66,2017-11-01,2018-07-13
債券型高收益債券型,國泰新興高收益債券基金-A不配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835E,3.0,0.24,邱紹驊,,Thunderbird 雷鳥管理學院 MBA,邱紹驊,8,1.58,11.67,2017-02-13,2017-10-31
